step,game_name,model_mode,observations,actions,selection_info,joint_actions,payoffs,rewards,infos,terminations,truncations
0,Bach or Stravinsky,random_action,"{""Agent A"": ""REWARD THIS TURN: +0.0\n\nYOU ARE: Agent A\nSTEP: 0/50 (steps remaining: 50)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky."", ""Agent B"": ""REWARD THIS TURN: +0.0\n\nYOU ARE: Agent B\nSTEP: 0/50 (steps remaining: 50)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky.""}","{""Agent A"": ""Choose action: Stravinsky."", ""Agent B"": ""Choose action: Stravinsky.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Stravinsky"", ""Agent B"": ""Stravinsky""}","{""Agent A"": 2.0, ""Agent B"": 3.0}","{""Agent A"": 2.0, ""Agent B"": 3.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 1, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Stravinsky""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Stravinsky""}, ""payoffs"": {""Agent A"": 2.0, ""Agent B"": 3.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 1, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Stravinsky""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Stravinsky""}, ""payoffs"": {""Agent A"": 2.0, ""Agent B"": 3.0}}}}","[false, false]","[false, false]"
11,Bach or Stravinsky,random_action,"{""Agent A"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Stravinsky, Agent B: Bach\n  your payoff: +0.0 | Agent B payoff: +0.0\n\nYOU ARE: Agent A\nSTEP: 11/50 (steps remaining: 39)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky."", ""Agent B"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Stravinsky, Agent B: Bach\n  your payoff: +0.0 | Agent A payoff: +0.0\n\nYOU ARE: Agent B\nSTEP: 11/50 (steps remaining: 39)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky.""}","{""Agent A"": ""Choose action: Bach."", ""Agent B"": ""Choose action: Bach.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Bach"", ""Agent B"": ""Bach""}","{""Agent A"": 3.0, ""Agent B"": 2.0}","{""Agent A"": 3.0, ""Agent B"": 2.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 12, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Bach"", ""Agent B"": ""Bach""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Bach"", ""Agent B"": ""Bach""}, ""payoffs"": {""Agent A"": 3.0, ""Agent B"": 2.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 12, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Bach"", ""Agent B"": ""Bach""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Bach"", ""Agent B"": ""Bach""}, ""payoffs"": {""Agent A"": 3.0, ""Agent B"": 2.0}}}}","[false, false]","[false, false]"
12,Bach or Stravinsky,random_action,"{""Agent A"": ""REWARD THIS TURN: +3.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Bach, Agent B: Bach\n  your payoff: +3.0 | Agent B payoff: +2.0\n\nYOU ARE: Agent A\nSTEP: 12/50 (steps remaining: 38)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky."", ""Agent B"": ""REWARD THIS TURN: +2.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Bach, Agent B: Bach\n  your payoff: +2.0 | Agent A payoff: +3.0\n\nYOU ARE: Agent B\nSTEP: 12/50 (steps remaining: 38)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky.""}","{""Agent A"": ""Choose action: Stravinsky."", ""Agent B"": ""Choose action: Stravinsky.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Stravinsky"", ""Agent B"": ""Stravinsky""}","{""Agent A"": 2.0, ""Agent B"": 3.0}","{""Agent A"": 2.0, ""Agent B"": 3.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 13, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Stravinsky""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Stravinsky""}, ""payoffs"": {""Agent A"": 2.0, ""Agent B"": 3.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 13, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Stravinsky""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Stravinsky""}, ""payoffs"": {""Agent A"": 2.0, ""Agent B"": 3.0}}}}","[false, false]","[false, false]"
13,Bach or Stravinsky,random_action,"{""Agent A"": ""REWARD THIS TURN: +2.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Stravinsky, Agent B: Stravinsky\n  your payoff: +2.0 | Agent B payoff: +3.0\n\nYOU ARE: Agent A\nSTEP: 13/50 (steps remaining: 37)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky."", ""Agent B"": ""REWARD THIS TURN: +3.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Stravinsky, Agent B: Stravinsky\n  your payoff: +3.0 | Agent A payoff: +2.0\n\nYOU ARE: Agent B\nSTEP: 13/50 (steps remaining: 37)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky.""}","{""Agent A"": ""Choose action: Bach."", ""Agent B"": ""Choose action: Bach.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Bach"", ""Agent B"": ""Bach""}","{""Agent A"": 3.0, ""Agent B"": 2.0}","{""Agent A"": 3.0, ""Agent B"": 2.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 14, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Bach"", ""Agent B"": ""Bach""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Bach"", ""Agent B"": ""Bach""}, ""payoffs"": {""Agent A"": 3.0, ""Agent B"": 2.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 14, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Bach"", ""Agent B"": ""Bach""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Bach"", ""Agent B"": ""Bach""}, ""payoffs"": {""Agent A"": 3.0, ""Agent B"": 2.0}}}}","[false, false]","[false, false]"
14,Bach or Stravinsky,random_action,"{""Agent A"": ""REWARD THIS TURN: +3.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Bach, Agent B: Bach\n  your payoff: +3.0 | Agent B payoff: +2.0\n\nYOU ARE: Agent A\nSTEP: 14/50 (steps remaining: 36)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky."", ""Agent B"": ""REWARD THIS TURN: +2.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Bach, Agent B: Bach\n  your payoff: +2.0 | Agent A payoff: +3.0\n\nYOU ARE: Agent B\nSTEP: 14/50 (steps remaining: 36)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky.""}","{""Agent A"": ""Choose action: Bach."", ""Agent B"": ""Choose action: Bach.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Bach"", ""Agent B"": ""Bach""}","{""Agent A"": 3.0, ""Agent B"": 2.0}","{""Agent A"": 3.0, ""Agent B"": 2.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 15, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Bach"", ""Agent B"": ""Bach""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Bach"", ""Agent B"": ""Bach""}, ""payoffs"": {""Agent A"": 3.0, ""Agent B"": 2.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 15, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Bach"", ""Agent B"": ""Bach""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Bach"", ""Agent B"": ""Bach""}, ""payoffs"": {""Agent A"": 3.0, ""Agent B"": 2.0}}}}","[false, false]","[false, false]"
15,Bach or Stravinsky,random_action,"{""Agent A"": ""REWARD THIS TURN: +3.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Bach, Agent B: Bach\n  your payoff: +3.0 | Agent B payoff: +2.0\n\nYOU ARE: Agent A\nSTEP: 15/50 (steps remaining: 35)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky."", ""Agent B"": ""REWARD THIS TURN: +2.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Bach, Agent B: Bach\n  your payoff: +2.0 | Agent A payoff: +3.0\n\nYOU ARE: Agent B\nSTEP: 15/50 (steps remaining: 35)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky.""}","{""Agent A"": ""Choose action: Stravinsky."", ""Agent B"": ""Choose action: Bach.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Stravinsky"", ""Agent B"": ""Bach""}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 16, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Bach""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Bach""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 16, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Bach""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Bach""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}}","[false, false]","[false, false]"
16,Bach or Stravinsky,random_action,"{""Agent A"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Stravinsky, Agent B: Bach\n  your payoff: +0.0 | Agent B payoff: +0.0\n\nYOU ARE: Agent A\nSTEP: 16/50 (steps remaining: 34)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky."", ""Agent B"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Stravinsky, Agent B: Bach\n  your payoff: +0.0 | Agent A payoff: +0.0\n\nYOU ARE: Agent B\nSTEP: 16/50 (steps remaining: 34)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky.""}","{""Agent A"": ""Choose action: Bach."", ""Agent B"": ""Choose action: Bach.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Bach"", ""Agent B"": ""Bach""}","{""Agent A"": 3.0, ""Agent B"": 2.0}","{""Agent A"": 3.0, ""Agent B"": 2.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 17, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Bach"", ""Agent B"": ""Bach""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Bach"", ""Agent B"": ""Bach""}, ""payoffs"": {""Agent A"": 3.0, ""Agent B"": 2.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 17, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Bach"", ""Agent B"": ""Bach""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Bach"", ""Agent B"": ""Bach""}, ""payoffs"": {""Agent A"": 3.0, ""Agent B"": 2.0}}}}","[false, false]","[false, false]"
17,Bach or Stravinsky,random_action,"{""Agent A"": ""REWARD THIS TURN: +3.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Bach, Agent B: Bach\n  your payoff: +3.0 | Agent B payoff: +2.0\n\nYOU ARE: Agent A\nSTEP: 17/50 (steps remaining: 33)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky."", ""Agent B"": ""REWARD THIS TURN: +2.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Bach, Agent B: Bach\n  your payoff: +2.0 | Agent A payoff: +3.0\n\nYOU ARE: Agent B\nSTEP: 17/50 (steps remaining: 33)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky.""}","{""Agent A"": ""Choose action: Stravinsky."", ""Agent B"": ""Choose action: Bach.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Stravinsky"", ""Agent B"": ""Bach""}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 18, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Bach""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Bach""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 18, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Bach""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Bach""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}}","[false, false]","[false, false]"
18,Bach or Stravinsky,random_action,"{""Agent A"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Stravinsky, Agent B: Bach\n  your payoff: +0.0 | Agent B payoff: +0.0\n\nYOU ARE: Agent A\nSTEP: 18/50 (steps remaining: 32)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky."", ""Agent B"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Stravinsky, Agent B: Bach\n  your payoff: +0.0 | Agent A payoff: +0.0\n\nYOU ARE: Agent B\nSTEP: 18/50 (steps remaining: 32)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky.""}","{""Agent A"": ""Choose action: Bach."", ""Agent B"": ""Choose action: Stravinsky.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Bach"", ""Agent B"": ""Stravinsky""}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 19, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Bach"", ""Agent B"": ""Stravinsky""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Bach"", ""Agent B"": ""Stravinsky""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 19, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Bach"", ""Agent B"": ""Stravinsky""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Bach"", ""Agent B"": ""Stravinsky""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}}","[false, false]","[false, false]"
19,Bach or Stravinsky,random_action,"{""Agent A"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Bach, Agent B: Stravinsky\n  your payoff: +0.0 | Agent B payoff: +0.0\n\nYOU ARE: Agent A\nSTEP: 19/50 (steps remaining: 31)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky."", ""Agent B"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Bach, Agent B: Stravinsky\n  your payoff: +0.0 | Agent A payoff: +0.0\n\nYOU ARE: Agent B\nSTEP: 19/50 (steps remaining: 31)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky.""}","{""Agent A"": ""Choose action: Stravinsky."", ""Agent B"": ""Choose action: Bach.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Stravinsky"", ""Agent B"": ""Bach""}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 20, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Bach""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Bach""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 20, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Bach""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Bach""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}}","[false, false]","[false, false]"
20,Bach or Stravinsky,random_action,"{""Agent A"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Stravinsky, Agent B: Bach\n  your payoff: +0.0 | Agent B payoff: +0.0\n\nYOU ARE: Agent A\nSTEP: 20/50 (steps remaining: 30)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky."", ""Agent B"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Stravinsky, Agent B: Bach\n  your payoff: +0.0 | Agent A payoff: +0.0\n\nYOU ARE: Agent B\nSTEP: 20/50 (steps remaining: 30)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky.""}","{""Agent A"": ""Choose action: Bach."", ""Agent B"": ""Choose action: Stravinsky.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Bach"", ""Agent B"": ""Stravinsky""}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 21, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Bach"", ""Agent B"": ""Stravinsky""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Bach"", ""Agent B"": ""Stravinsky""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 21, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Bach"", ""Agent B"": ""Stravinsky""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Bach"", ""Agent B"": ""Stravinsky""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}}","[false, false]","[false, false]"
21,Bach or Stravinsky,random_action,"{""Agent A"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Bach, Agent B: Stravinsky\n  your payoff: +0.0 | Agent B payoff: +0.0\n\nYOU ARE: Agent A\nSTEP: 21/50 (steps remaining: 29)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky."", ""Agent B"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Bach, Agent B: Stravinsky\n  your payoff: +0.0 | Agent A payoff: +0.0\n\nYOU ARE: Agent B\nSTEP: 21/50 (steps remaining: 29)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky.""}","{""Agent A"": ""Choose action: Bach."", ""Agent B"": ""Choose action: Stravinsky.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Bach"", ""Agent B"": ""Stravinsky""}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 22, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Bach"", ""Agent B"": ""Stravinsky""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Bach"", ""Agent B"": ""Stravinsky""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 22, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Bach"", ""Agent B"": ""Stravinsky""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Bach"", ""Agent B"": ""Stravinsky""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}}","[false, false]","[false, false]"
22,Bach or Stravinsky,random_action,"{""Agent A"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Bach, Agent B: Stravinsky\n  your payoff: +0.0 | Agent B payoff: +0.0\n\nYOU ARE: Agent A\nSTEP: 22/50 (steps remaining: 28)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky."", ""Agent B"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Bach, Agent B: Stravinsky\n  your payoff: +0.0 | Agent A payoff: +0.0\n\nYOU ARE: Agent B\nSTEP: 22/50 (steps remaining: 28)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky.""}","{""Agent A"": ""Choose action: Stravinsky."", ""Agent B"": ""Choose action: Bach.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Stravinsky"", ""Agent B"": ""Bach""}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 23, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Bach""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Bach""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 23, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Bach""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Bach""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}}","[false, false]","[false, false]"
23,Bach or Stravinsky,random_action,"{""Agent A"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Stravinsky, Agent B: Bach\n  your payoff: +0.0 | Agent B payoff: +0.0\n\nYOU ARE: Agent A\nSTEP: 23/50 (steps remaining: 27)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky."", ""Agent B"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Stravinsky, Agent B: Bach\n  your payoff: +0.0 | Agent A payoff: +0.0\n\nYOU ARE: Agent B\nSTEP: 23/50 (steps remaining: 27)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Bach.\n  [1] Choose action: Stravinsky.""}","{""Agent A"": ""Choose action: Stravinsky."", ""Agent B"": ""Choose action: Stravinsky.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Stravinsky"", ""Agent B"": ""Stravinsky""}","{""Agent A"": 2.0, ""Agent B"": 3.0}","{""Agent A"": 2.0, ""Agent B"": 3.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 24, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Stravinsky""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Stravinsky""}, ""payoffs"": {""Agent A"": 2.0, ""Agent B"": 3.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 24, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Stravinsky""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Stravinsky"", ""Agent B"": ""Stravinsky""}, ""payoffs"": {""Agent A"": 2.0, ""Agent B"": 3.0}}}}","[false, false]","[false, false]"
