step,game_name,model_mode,observations,actions,selection_info,joint_actions,payoffs,rewards,infos,terminations,truncations
0,Pure Coordination,random_action,"{""Agent A"": ""REWARD THIS TURN: +0.0\n\nSTEP: 0/50 (steps remaining: 50)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right."", ""Agent B"": ""REWARD THIS TURN: +0.0\n\nSTEP: 0/50 (steps remaining: 50)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right.""}","{""Agent A"": ""Choose action: Right."", ""Agent B"": ""Choose action: Right.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Right"", ""Agent B"": ""Right""}","{""Agent A"": 1.0, ""Agent B"": 1.0}","{""Agent A"": 1.0, ""Agent B"": 1.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 1, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""payoffs"": {""Agent A"": 1.0, ""Agent B"": 1.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 1, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""payoffs"": {""Agent A"": 1.0, ""Agent B"": 1.0}}}}","[false, false]","[false, false]"
11,Pure Coordination,random_action,"{""Agent A"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Left, Agent B: Right\n  your payoff: +0.0 | Agent B payoff: +0.0\n\nSTEP: 11/50 (steps remaining: 39)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right."", ""Agent B"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Left, Agent B: Right\n  your payoff: +0.0 | Agent A payoff: +0.0\n\nSTEP: 11/50 (steps remaining: 39)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right.""}","{""Agent A"": ""Choose action: Right."", ""Agent B"": ""Choose action: Right.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Right"", ""Agent B"": ""Right""}","{""Agent A"": 1.0, ""Agent B"": 1.0}","{""Agent A"": 1.0, ""Agent B"": 1.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 12, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""payoffs"": {""Agent A"": 1.0, ""Agent B"": 1.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 12, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""payoffs"": {""Agent A"": 1.0, ""Agent B"": 1.0}}}}","[false, false]","[false, false]"
12,Pure Coordination,random_action,"{""Agent A"": ""REWARD THIS TURN: +1.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Right, Agent B: Right\n  your payoff: +1.0 | Agent B payoff: +1.0\n\nSTEP: 12/50 (steps remaining: 38)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right."", ""Agent B"": ""REWARD THIS TURN: +1.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Right, Agent B: Right\n  your payoff: +1.0 | Agent A payoff: +1.0\n\nSTEP: 12/50 (steps remaining: 38)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right.""}","{""Agent A"": ""Choose action: Right."", ""Agent B"": ""Choose action: Left.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Right"", ""Agent B"": ""Left""}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 13, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Left""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Left""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 13, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Left""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Left""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}}","[false, false]","[false, false]"
13,Pure Coordination,random_action,"{""Agent A"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Right, Agent B: Left\n  your payoff: +0.0 | Agent B payoff: +0.0\n\nSTEP: 13/50 (steps remaining: 37)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right."", ""Agent B"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Right, Agent B: Left\n  your payoff: +0.0 | Agent A payoff: +0.0\n\nSTEP: 13/50 (steps remaining: 37)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right.""}","{""Agent A"": ""Choose action: Right."", ""Agent B"": ""Choose action: Left.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Right"", ""Agent B"": ""Left""}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 14, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Left""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Left""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 14, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Left""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Left""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}}","[false, false]","[false, false]"
14,Pure Coordination,random_action,"{""Agent A"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Right, Agent B: Left\n  your payoff: +0.0 | Agent B payoff: +0.0\n\nSTEP: 14/50 (steps remaining: 36)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right."", ""Agent B"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Right, Agent B: Left\n  your payoff: +0.0 | Agent A payoff: +0.0\n\nSTEP: 14/50 (steps remaining: 36)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right.""}","{""Agent A"": ""Choose action: Right."", ""Agent B"": ""Choose action: Right.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Right"", ""Agent B"": ""Right""}","{""Agent A"": 1.0, ""Agent B"": 1.0}","{""Agent A"": 1.0, ""Agent B"": 1.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 15, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""payoffs"": {""Agent A"": 1.0, ""Agent B"": 1.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 15, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""payoffs"": {""Agent A"": 1.0, ""Agent B"": 1.0}}}}","[false, false]","[false, false]"
15,Pure Coordination,random_action,"{""Agent A"": ""REWARD THIS TURN: +1.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Right, Agent B: Right\n  your payoff: +1.0 | Agent B payoff: +1.0\n\nSTEP: 15/50 (steps remaining: 35)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right."", ""Agent B"": ""REWARD THIS TURN: +1.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Right, Agent B: Right\n  your payoff: +1.0 | Agent A payoff: +1.0\n\nSTEP: 15/50 (steps remaining: 35)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right.""}","{""Agent A"": ""Choose action: Right."", ""Agent B"": ""Choose action: Right.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Right"", ""Agent B"": ""Right""}","{""Agent A"": 1.0, ""Agent B"": 1.0}","{""Agent A"": 1.0, ""Agent B"": 1.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 16, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""payoffs"": {""Agent A"": 1.0, ""Agent B"": 1.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 16, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""payoffs"": {""Agent A"": 1.0, ""Agent B"": 1.0}}}}","[false, false]","[false, false]"
16,Pure Coordination,random_action,"{""Agent A"": ""REWARD THIS TURN: +1.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Right, Agent B: Right\n  your payoff: +1.0 | Agent B payoff: +1.0\n\nSTEP: 16/50 (steps remaining: 34)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right."", ""Agent B"": ""REWARD THIS TURN: +1.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Right, Agent B: Right\n  your payoff: +1.0 | Agent A payoff: +1.0\n\nSTEP: 16/50 (steps remaining: 34)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right.""}","{""Agent A"": ""Choose action: Left."", ""Agent B"": ""Choose action: Right.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Left"", ""Agent B"": ""Right""}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 17, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Left"", ""Agent B"": ""Right""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Left"", ""Agent B"": ""Right""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 17, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Left"", ""Agent B"": ""Right""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Left"", ""Agent B"": ""Right""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}}","[false, false]","[false, false]"
17,Pure Coordination,random_action,"{""Agent A"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Left, Agent B: Right\n  your payoff: +0.0 | Agent B payoff: +0.0\n\nSTEP: 17/50 (steps remaining: 33)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right."", ""Agent B"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Left, Agent B: Right\n  your payoff: +0.0 | Agent A payoff: +0.0\n\nSTEP: 17/50 (steps remaining: 33)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right.""}","{""Agent A"": ""Choose action: Right."", ""Agent B"": ""Choose action: Left.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Right"", ""Agent B"": ""Left""}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 18, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Left""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Left""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 18, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Left""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Left""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}}","[false, false]","[false, false]"
18,Pure Coordination,random_action,"{""Agent A"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Right, Agent B: Left\n  your payoff: +0.0 | Agent B payoff: +0.0\n\nSTEP: 18/50 (steps remaining: 32)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right."", ""Agent B"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Right, Agent B: Left\n  your payoff: +0.0 | Agent A payoff: +0.0\n\nSTEP: 18/50 (steps remaining: 32)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right.""}","{""Agent A"": ""Choose action: Right."", ""Agent B"": ""Choose action: Left.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Right"", ""Agent B"": ""Left""}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 19, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Left""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Left""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 19, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Left""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Left""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}}","[false, false]","[false, false]"
19,Pure Coordination,random_action,"{""Agent A"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Right, Agent B: Left\n  your payoff: +0.0 | Agent B payoff: +0.0\n\nSTEP: 19/50 (steps remaining: 31)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right."", ""Agent B"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Right, Agent B: Left\n  your payoff: +0.0 | Agent A payoff: +0.0\n\nSTEP: 19/50 (steps remaining: 31)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right.""}","{""Agent A"": ""Choose action: Right."", ""Agent B"": ""Choose action: Left.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Right"", ""Agent B"": ""Left""}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 20, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Left""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Left""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 20, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Left""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Left""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}}","[false, false]","[false, false]"
20,Pure Coordination,random_action,"{""Agent A"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Right, Agent B: Left\n  your payoff: +0.0 | Agent B payoff: +0.0\n\nSTEP: 20/50 (steps remaining: 30)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right."", ""Agent B"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Right, Agent B: Left\n  your payoff: +0.0 | Agent A payoff: +0.0\n\nSTEP: 20/50 (steps remaining: 30)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right.""}","{""Agent A"": ""Choose action: Right."", ""Agent B"": ""Choose action: Right.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Right"", ""Agent B"": ""Right""}","{""Agent A"": 1.0, ""Agent B"": 1.0}","{""Agent A"": 1.0, ""Agent B"": 1.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 21, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""payoffs"": {""Agent A"": 1.0, ""Agent B"": 1.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 21, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""payoffs"": {""Agent A"": 1.0, ""Agent B"": 1.0}}}}","[false, false]","[false, false]"
21,Pure Coordination,random_action,"{""Agent A"": ""REWARD THIS TURN: +1.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Right, Agent B: Right\n  your payoff: +1.0 | Agent B payoff: +1.0\n\nSTEP: 21/50 (steps remaining: 29)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right."", ""Agent B"": ""REWARD THIS TURN: +1.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Right, Agent B: Right\n  your payoff: +1.0 | Agent A payoff: +1.0\n\nSTEP: 21/50 (steps remaining: 29)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right.""}","{""Agent A"": ""Choose action: Left."", ""Agent B"": ""Choose action: Right.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Left"", ""Agent B"": ""Right""}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 22, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Left"", ""Agent B"": ""Right""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Left"", ""Agent B"": ""Right""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 22, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Left"", ""Agent B"": ""Right""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Left"", ""Agent B"": ""Right""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}}","[false, false]","[false, false]"
22,Pure Coordination,random_action,"{""Agent A"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Left, Agent B: Right\n  your payoff: +0.0 | Agent B payoff: +0.0\n\nSTEP: 22/50 (steps remaining: 28)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right."", ""Agent B"": ""REWARD THIS TURN: +0.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Left, Agent B: Right\n  your payoff: +0.0 | Agent A payoff: +0.0\n\nSTEP: 22/50 (steps remaining: 28)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right.""}","{""Agent A"": ""Choose action: Right."", ""Agent B"": ""Choose action: Right.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Right"", ""Agent B"": ""Right""}","{""Agent A"": 1.0, ""Agent B"": 1.0}","{""Agent A"": 1.0, ""Agent B"": 1.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 23, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""payoffs"": {""Agent A"": 1.0, ""Agent B"": 1.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 23, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""payoffs"": {""Agent A"": 1.0, ""Agent B"": 1.0}}}}","[false, false]","[false, false]"
23,Pure Coordination,random_action,"{""Agent A"": ""REWARD THIS TURN: +1.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Right, Agent B: Right\n  your payoff: +1.0 | Agent B payoff: +1.0\n\nSTEP: 23/50 (steps remaining: 27)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right."", ""Agent B"": ""REWARD THIS TURN: +1.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Right, Agent B: Right\n  your payoff: +1.0 | Agent A payoff: +1.0\n\nSTEP: 23/50 (steps remaining: 27)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right.""}","{""Agent A"": ""Choose action: Right."", ""Agent B"": ""Choose action: Right.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Right"", ""Agent B"": ""Right""}","{""Agent A"": 1.0, ""Agent B"": 1.0}","{""Agent A"": 1.0, ""Agent B"": 1.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 24, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""payoffs"": {""Agent A"": 1.0, ""Agent B"": 1.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 24, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Right"", ""Agent B"": ""Right""}, ""payoffs"": {""Agent A"": 1.0, ""Agent B"": 1.0}}}}","[false, false]","[false, false]"
24,Pure Coordination,random_action,"{""Agent A"": ""REWARD THIS TURN: +1.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Right, Agent B: Right\n  your payoff: +1.0 | Agent B payoff: +1.0\n\nSTEP: 24/50 (steps remaining: 26)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right."", ""Agent B"": ""REWARD THIS TURN: +1.0\n\nLAST ROUND RESULT:\n  actions: Agent A: Right, Agent B: Right\n  your payoff: +1.0 | Agent A payoff: +1.0\n\nSTEP: 24/50 (steps remaining: 26)\n\nAVAILABLE ACTIONS:\n  [0] Choose action: Left.\n  [1] Choose action: Right.""}","{""Agent A"": ""Choose action: Left."", ""Agent B"": ""Choose action: Right.""}","{""Agent A"": {""policy"": ""random""}, ""Agent B"": {""policy"": ""random""}}","{""Agent A"": ""Left"", ""Agent B"": ""Right""}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": 0.0, ""Agent B"": 0.0}","{""Agent A"": {""action_success"": true, ""action_info"": {""step_count"": 25, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Left"", ""Agent B"": ""Right""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Left"", ""Agent B"": ""Right""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}, ""Agent B"": {""action_success"": true, ""action_info"": {""step_count"": 25, ""votes_received"": 2, ""votes_needed"": 2, ""current_votes"": {""Agent A"": ""Left"", ""Agent B"": ""Right""}, ""vote_status"": ""resolved"", ""joint_actions"": {""Agent A"": ""Left"", ""Agent B"": ""Right""}, ""payoffs"": {""Agent A"": 0.0, ""Agent B"": 0.0}}}}","[false, false]","[false, false]"
